Client ID,Name,Age,Sex,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Investment Advisor,Fee Structure,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting
PKR97304,Jonathan GoPKRales,50,Male,4666,2010-07-05,Jesse Evans,European,Social Worker,Steve Sanchez,High,Jade,Commercial,191665.94580000002,18891.32,1,5542.4008,703944.5584000001,963737.0535760002,323643.04038,486543.3707046,50868.075000000004,1134052.3314000003,0,2
PKR66871,Martin Scott,61,Male,24732,2005-07-25,Joe Price,Asian,Engineer II,Jack Phillips,Low,Gold,Retail,68974.1568,46500.62,1,6257.071000000001,488280.25600000005,492769.9519,174853.85390000002,138770.37677699997,78995.16100000001,1671574.932,2,2
PKR50172,Laura Dean,32,Female,21266,2006-05-07,Anthony Torres,European,Accountant II,Victor Rogers,High,Silver,Institutional,158182.06720000002,8128.0,1,2537.216,385054.208,670840.5411840001,647970.97728,93765.21200640003,34929.1008,901834.1376,2,2
PKR25256,Jeremy Thomas,64,Female,10559,2003-06-17,Adam Hernandez,Asian,Clinical Specialist,Joe Carroll,Low,Gold,Commercial,363674.0625,48830.25,1,2388.75,547854.375,1958573.4375,423051.86250000005,697722.201375,32338.125,1639786.875,1,3
PKR35349,Carlos Myers,37,Female,5702,2005-03-16,Anthony Torres,European,Systems Administrator III,Lawrence Sanchez,High,Jade,Institutional,116995.2999,25803.76,3,5173.257,835236.666,467665.0896410001,92167.572411,171943.72675340995,37405.2881,184692.577,0,1
PKR18663,Harold Wood,49,Male,41752,2019-01-01,Anthony Torres,American,VP Marketing,Jeremy Porter,Mid,Jade,Retail,312678.88519999996,36217.49,2,2410.0001,232904.1275,318996.71699300007,343071.94091699994,142344.76145065002,8041.3296,324524.3689,2,2
PKR44333,David Lane,29,Female,7401,2007-08-18,Shawn Cook,European,Statistician I,Sean Vasquez,High,Platinum,Commercial,179214.8496,7625.839999999999,1,4830.413999999999,133589.16119999997,1098831.5251919997,573303.4044479999,171672.51944304,19661.025599999997,688949.1023999999,0,2
PKR78750,Julie Hawkins,67,Female,38144,2018-05-01,Carl Nguyen,European,Compensation Analyst,Fred Bryant,Low,Jade,Commercial,92257.2189,3185.82,1,2855.8397999999997,188851.1592,551246.2816410001,235483.848468,320686.18636824004,25738.587600000003,458120.61900000006,0,1
PKR51161,Chris Richards,61,Female,19182,1993-04-08,Jeremy Vasquez,European,Software Test Engineer III,Daniel Carroll,Mid,Gold,Private Bank,371154.58470000006,27938.350000000002,2,1606.8600000000001,643011.9048,101813.106816,89086.468464,43426.11819888,48379.284,878224.3559999999,3,3
PKR76383,Diane Fuller,29,Male,27031,2018-04-13,Todd Roberts,European,Chief Design Engineer,Steve Sanchez,High,Silver,Retail,90996.096,53228.44,1,4652.991999999999,202183.1744,508705.42559999996,337675.1532,105907.20714000001,40222.768,2156323.4896,2,5
PKR14845,Russell Mason,84,Female,28620,2016-11-21,George Lewis,Asian,Administrative Assistant II,Victor Dean,Mid,Jade,Institutional,88363.58959999999,2396.82,1,4651.095,289513.41,313284.24,162907.8048,23433.661151999993,42386.175,463309.95,1,2
PKR20426,Lawrence Rice,74,Male,10796,2003-05-23,Ernest Rivera,European,Web Designer I,Ernest Knight,Low,Platinum,Commercial,49932.6914,27622.72,1,380.6264,639697.9358,656176.232712,136348.30809600002,162254.48663424002,45820.467000000004,1040900.3836000001,1,1
PKR76186,Russell Gutierrez,34,Male,3148,2006-05-21,Stephen Payne,European,Systems Administrator III,Victor Rogers,High,Silver,Retail,217568.2761,20333.25,1,877.7412,754059.6252,346491.25938,99403.23014999999,193836.29879250002,69407.6544,1110975.1757999999,2,2
PKR35748,Timothy Long,81,Female,33258,1998-11-15,Nicholas Simmons,European,Dental Hygienist,Steve Sanchez,High,Jade,Institutional,64664.681399999994,10189.439999999999,1,968.5971,63620.51609999999,88598.22453899999,99021.54507299999,52290.3246789,12236.3586,174457.2198,2,1
PKR55295,Gerald Richardson,29,Female,16301,1994-10-13,Joshua Little,Asian,Desktop Support Technician,Eric Shaw,Low,Platinum,Private Bank,273943.4516,31529.82,1,1735.8005999999998,709346.3628,1901203.153092,494621.9585279999,914432.3458286399,57452.8818,2461660.7706,3,3
PKR77847,Gary Hanson,18,Female,39503,2016-11-22,Jason Duncan,European,Engineer II,Ernest Knight,Low,Gold,Retail,31135.260000000002,7688.4,1,3017.6969999999997,259726.356,613385.92818,273484.17179999995,124239.95233200004,17087.409,704282.061,0,1
PKR89099,Elizabeth Lane,54,Male,39353,1994-06-30,Steve Diaz,European,Account Representative III,Nicholas Morrison,Mid,Platinum,Retail,254494.36039999998,28591.679999999997,1,2549.5002,392579.2524,151853.6628,154831.1856,165788.46950399995,22964.728799999997,198653.6598,1,2
PKR75515,Jimmy Ray,73,Male,2201,2010-03-07,Nicholas Simmons,Asian,Budget/Accounting Analyst I,Jeremy Porter,Mid,Jade,Commercial,301258.43669999996,12422.759999999998,1,2728.2945,431187.10649999994,1924837.5447,757516.71114,503686.5213744,10385.9145,1011038.991,0,2
PKR72150,Peter Murphy,62,Female,17746,2013-06-14,Adam Hernandez,American,Marketing Manager,Jeremy Porter,High,Gold,Retail,116857.26360000002,3676.32,1,288.7704,289385.838,119417.92956,115300.06992000001,91498.8412008,19688.0652,242944.54200000002,2,2
PKR77948,Donald Jordan,54,Male,17602,2001-04-13,Joe Price,Asian,Developer I,Jeremy Porter,Mid,Jade,Private Bank,168841.70039999997,9931.539999999999,1,5870.1831999999995,581815.01,827479.8346719998,282554.089888,770161.7192947199,10222.1528,630789.2312,0,3
PKR46116,Annie Morrison,38,Male,38489,2008-12-26,Frank Brown,European,Developer III,Victor Gutierrez,Low,Jade,Commercial,174354.27029999997,32175.99,1,6250.494599999999,1083317.7977999998,701987.9852159999,277100.52048,267555.9469968,50204.3346,1048697.6849999998,3,2
PKR92008,Thomas Burns,63,Female,41863,2015-11-27,Steve Diaz,European,Biostatistician III,Juan Ramirez,Mid,Gold,Retail,439025.39999999997,54862.200000000004,1,6432.642,1677910.005,2905686.928889999,1400582.9081700002,820908.8179676996,81009.756,3062598.12,1,4
PKR32087,Sara Day,75,Male,15243,2019-07-04,Samuel Fowler,European,Senior Developer,Victor Rogers,High,Silver,Retail,99734.4738,20219.16,1,1499.0508000000002,99562.41360000001,63984.19294800001,43841.021094,49267.82856996,3357.8064000000004,302583.1302,3,1
PKR16848,Aaron Stone,78,Male,33464,2002-04-08,Anthony Simpson,Australian,Paralegal,Sean Vasquez,High,Gold,Commercial,198219.3444,31234.98,1,585.3792000000001,76295.1168,52060.334592000014,41834.19744,27099.2634528,5796.504000000001,848195.3648,2,2
PKR95525,Frank Nelson,66,Female,20052,2010-02-05,Donald Reynolds,European,Software Consultant,Nicholas Morrison,Mid,Silver,Institutional,284185.8918,34633.170000000006,1,3059.0784000000003,1385576.5392000002,1508181.3895680006,807954.31584,657136.1768832002,37926.4032,930352.6512000001,1,3
PKR17508,Roy Graham,39,Male,20570,2007-03-20,Chris Armstrong,African,Research Assistant II,Nicholas Morrison,High,Jade,Commercial,41393.513999999996,8353.92,1,484.8648,449273.6808,303063.201504,288631.62048,38965.2687648,21848.9208,385764.6912,1,1
PKR56276,Lillian Moore,44,Male,16197,2013-10-26,George Lewis,Asian,Accountant IV,Nicholas Morrison,Low,Gold,Commercial,110634.5856,53911.08,1,6032.994,863656.1340000001,491522.7629,419087.82942,86508.00627039999,51942.276000000005,1249293.5860000001,1,2
PKR39354,William Hart,85,Female,13377,2012-02-04,Carl Nguyen,American,Budget/Accounting Analyst III,Jack Phillips,High,Gold,Institutional,246173.16749999998,28755.55,1,3498.3179999999998,111984.442,549814.16554,212663.96969,223400.9066963,440.059,696573.117,2,5
PKR27001,Adam Carter,52,Female,12726,2009-02-15,Jason Duncan,European,Assistant Media Planner,Fred Bryant,High,Silver,Retail,174156.7751,6242.74,2,4121.7578,1064873.4681,1500152.0681550002,767253.3478350001,234298.55965229997,46303.8495,1242500.6125,3,2
PKR73045,Jennifer Mcdonald,81,Male,39295,2013-06-02,Joe Price,European,Help Desk Technician,Fred Bryant,Low,Jade,Retail,113018.1384,35999.6,1,6200.599999999999,823329.6,1043861.98,260965.495,798554.4147,40144.8,417688.24,0,4
PKR99269,George Gilbert,79,Male,23986,2019-07-04,Patrick Graham,Asian,Dental Hygienist,Eugene Cunningham,High,Gold,Retail,72256.1008,21380.34,1,635.375,509627.054,532457.60265,344531.38995000004,352361.6488125,35000.365,353693.908,2,2
PKR90516,Peter Marshall,71,Female,25808,2010-12-23,Dennis Ruiz,Asian,Chemical Engineer,Sean Vasquez,High,Jade,Private Bank,374660.4436,62933.939999999995,3,567.0079999999999,592185.8812,315905.159672,201525.70530799995,401471.88481763995,38412.61119999999,625771.8367999999,2,5
PKR54595,Harry Lawson,45,Female,8988,1998-10-27,Carl Nguyen,Asian,Statistician II,Eric Shaw,Mid,Jade,Commercial,262363.6863,21253.22,2,1165.08,129564.5245,1133682.3422999997,441539.4385799999,646556.9400612,37874.808999999994,1164877.498,3,2
PKR81069,Patricia Stewart,58,Male,4058,2010-02-23,Nicholas Cunningham,European,Computer Systems Analyst II,Victor Rogers,Low,Silver,Institutional,34741.0784,32926.04,1,1372.0685999999998,446377.43639999995,992941.9820179997,623883.9002059998,277760.14204946003,16752.747199999998,601552.9687999999,0,2
PKR87002,Todd Miller,22,Female,19672,2002-01-17,Donald Reynolds,American,Compensation Analyst,Kevin Kim,Low,Jade,Institutional,149332.86359999998,16450.96,1,1940.0520000000001,201418.13360000003,1035073.8354720002,509812.486128,299398.96912608,26369.9404,275078.4964,1,1
PKR26303,Annie Collins,85,Female,32705,2015-05-05,Victor Martinez,European,Librarian,Kevin Kim,Mid,Jade,Institutional,159587.3216,16346.17,1,2095.2401999999997,257156.83379999996,390039.9157799999,225812.58281999998,70959.8934498,61461.538199999995,1604851.074,2,2
PKR47408,Clarence Cox,76,Female,17279,1999-12-07,Jerry Green,European,Senior Editor,Ryan Taylor,Low,Jade,Institutional,222608.8773,12398.019999999999,3,2320.5498,527901.259,980906.309788,233166.25396599996,456684.2491472,21955.5714,1248832.5894,2,2
PKR24335,Thomas GoPKRalez,38,Male,33198,1998-05-13,Carl Nguyen,European,Actuary,Ryan Taylor,High,Gold,Retail,217266.4938,55805.049999999996,1,1420.2046999999998,1286734.3006999998,1637696.3591049996,706919.2917,282767.71667999995,78752.71569999999,723093.0119999999,1,3
PKR76682,Nicole Hayes,18,Male,41279,2014-12-05,Todd Roberts,Australian,Account Coordinator,Sean Vasquez,Low,Gold,Retail,357820.7643,13509.990000000002,1,3730.9248000000002,1385344.944,63685.813248,25208.967744,43186.9421088,12373.171199999999,890352.0000000001,2,3
PKR95974,Joseph Grant,23,Male,41969,1996-04-10,Adam Hernandez,European,Engineer IV,Jack Phillips,Mid,Silver,Retail,185224.44150000002,48836.08,1,986.2445999999999,2266543.6158,2937041.970264,766184.8618079999,1661769.83361024,98676.0444,1273737.9714,2,4
PKR93947,Shawn Rice,83,Male,38288,2005-04-04,Steve Diaz,Asian,Budget/Accounting Analyst III,Kevin Kim,High,Jade,Private Bank,89464.3017,11944.34,1,4591.1449999999995,414692.226,837966.4059000001,309402.98064,402223.87483200006,19344.377,291862.142,0,1
PKR14471,Bobby Williamson,21,Male,8086,2008-03-16,Joe Price,Asian,Assistant Media Planner,Peter Castillo,Mid,Jade,Commercial,181394.4132,23975.460000000003,1,1649.97,755733.2076,597364.2833760001,251272.27792800002,113641.44343272001,51140.2248,1550187.9792000002,2,2
PKR88703,Joe Garcia,75,Female,13708,1996-10-11,Frank Brown,European,Project Manager,Lawrence Sanchez,Mid,Jade,Retail,241627.68000000002,31251.2,2,8747.656,1763699.1120000002,2134158.4345600004,684234.00192,1096077.7059328002,57034.25600000001,1030468.008,1,3
PKR47036,Kathryn Hill,59,Female,10551,1996-02-03,Bruce Porter,Asian,Geologist III,Sean Vasquez,Mid,Jade,Institutional,343910.3913000001,62158.49,1,798.0896999999999,817278.6072999999,523535.69648399996,243333.49273199998,390292.17485772003,583.2437,1448323.0147,3,4
PKR38886,Samuel Matthews,64,Male,8712,2012-07-15,Paul Larson,American,Research Nurse,Eugene Cunningham,Mid,Jade,Retail,109843.1928,37048.72,3,6149.439,1210157.199,1938117.3588000003,689108.39424,537504.5475072,3250.071,758862.702,3,2
PKR20053,Jeffrey Gardner,34,Male,2080,2000-05-01,Adam Hernandez,American,Biostatistician II,Victor Dean,Mid,Silver,Retail,90493.26,41330.25,1,1471.2555,120713.71649999998,228001.87273499995,120000.98564999999,156801.287916,30259.846499999996,717355.8015,3,2
PKR47894,Arthur Garza,47,Female,23182,2012-08-31,Shawn Long,European,Assistant Professor,Sean Vasquez,High,Silver,Retail,215401.05000000002,59875.7,2,882.9205,363645.43600000005,463032.45873500005,469045.86729,105835.99056800001,53088.4585,402108.4375,0,4
PKR88607,Martin Chapman,61,Female,18607,2005-10-15,Nicholas Cunningham,Asian,Technical Writer,Steve Sanchez,Low,Silver,Private Bank,95682.1294,11891.65,2,1225.6935,77092.0555,718547.05165,185431.49719999998,322650.80512800004,60605.51150000001,638532.9935,2,1
PKR91152,Matthew Morris,40,Male,16066,2009-07-02,Jonathan Hawkins,Asian,Data Coordiator,Nicholas Ward,Low,Jade,Retail,79374.204,12797.460000000001,3,3435.7751999999996,308861.23319999996,679198.459914,284203.610886,233046.96092652,2706.6077999999998,570277.461,0,1
PKR53812,Jesse Daniels,35,Male,26406,1992-10-04,Stephen Payne,Asian,Programmer IV,Lawrence Sanchez,Mid,Gold,Private Bank,401144.8584,58665.36,1,5276.1852,384347.6676,398228.09239199996,193732.58548799998,292751.46251519996,19834.3236,1387979.5644,2,3
PKR96437,Anthony Hall,60,Female,38732,2010-04-01,Mark Montgomery,American,Database Administrator II,Gregory Boyd,High,Jade,Retail,390058.27350000007,30999.600000000002,1,2550.989,121179.996,590538.4695,624283.5249,267598.28932199994,39935.448,834960.875,0,3
PKR40105,Antonio Robinson,58,Female,20800,2013-04-15,Benjamin Kim,European,Account Representative III,Lawrence Sanchez,High,Jade,Retail,282275.51999999996,32380.199999999997,2,3753.3360000000002,521029.70399999997,349786.12704,377400.82128000003,60476.18038559999,10875.144,0.0,1,2
PKR54599,Fred Ray,34,Female,3906,1993-02-03,Frank Brown,Asian,Accountant I,Carl Anderson,High,Silver,Institutional,261816.27029999997,28229.28,1,4348.324799999999,1836558.9239999999,519403.2650879999,133267.943016,179262.46899023998,40575.9744,813538.428,3,2
PKR31887,Kevin Weaver,50,Male,3730,2003-03-19,Benjamin Kim,Australian,Engineer II,Sean Vasquez,Low,Jade,Private Bank,118810.16,22807.600000000002,2,1707.5760000000002,283417.368,428988.19392000005,225493.79423999996,214164.10604160008,29332.68,622683.0480000001,2,1
PKR54112,Paula Henderson,44,Female,34854,1992-09-20,Jason Duncan,Asian,Analyst Programmer,Nicholas Ward,Mid,Silver,Retail,268884.3576,12529.68,2,3547.4712,231498.1812,446067.709776,388879.5418560001,157381.83811583996,15193.635600000001,754235.3208,2,3
PKR75973,James Grant,33,Male,42143,2003-11-16,Ernest Rivera,American,Database Administrator IV,Nicholas Morrison,High,Jade,Retail,335526.80490000005,62567.0,1,5215.8183,1099840.7646,2704170.3545520003,712727.070192,1452705.4695384,81626.4657,1591725.84,3,4
PKR67265,Margaret Rivera,66,Female,8329,1995-07-04,Victor Martinez,Asian,Pharmacist,Daniel Carroll,High,Jade,Retail,71153.1216,3357.9900000000002,2,1652.1975000000002,262372.6161,411362.3966670001,103676.70159899999,223841.34316197003,660.5468999999999,698882.8635,1,1
PKR92210,Frank James,38,Male,12790,1998-04-21,Nicholas Simmons,Asian,Software Engineer IV,Nicholas Ward,High,Gold,Private Bank,153042.8648,11321.52,1,3839.0220000000004,1043974.8990000002,768909.4695000001,273390.0336,352445.31831600005,4800.951,287682.59700000007,2,2
PKR37311,Jonathan Nelson,58,Male,38265,2007-04-19,Patrick Graham,European,Senior Editor,Peter Castillo,High,Jade,Institutional,117573.8895,29474.280000000002,1,7522.907400000001,1475007.5862,1053001.4829480003,369336.34103400004,295704.81942786,46731.897000000004,2048937.8004000003,0,3
PKR93006,Marilyn Mendoza,79,Female,37723,1994-10-11,Steve Diaz,Asian,Senior Cost Accountant,Daniel Carroll,High,Gold,Commercial,219948.15359999996,32740.68,1,4198.32,217839.1824,223869.04243199996,125260.05945599997,168088.33935936002,7758.071999999999,644919.1055999999,0,4
PKR50691,Larry Russell,30,Female,14993,2007-10-03,Anthony Torres,American,VP Quality Control,Fred Bryant,Mid,Jade,Institutional,389746.08,35218.4,1,2219.904,386539.65599999996,1252407.5712,399704.544,405478.05408,51611.64,1909063.2959999999,3,3
PKR60221,Benjamin Wood,59,Female,23432,2013-07-13,Victor Martinez,Australian,Electrical Engineer,Carl Anderson,Low,Jade,Institutional,222185.78569999998,44354.07,1,3824.2437000000004,865214.1843000001,1023932.012598,404810.33056200005,353931.22823058,23356.9851,1331501.6478000002,2,2
PKR50457,Brandon Burton,61,Female,12025,2003-11-04,Nicholas Simmons,European,Professor,Steve Sanchez,High,Platinum,Commercial,46631.3139,21327.57,3,3706.7922000000003,151883.93970000002,204987.250044,56405.887596,66558.94736328,18299.420100000003,715134.1122,2,1
PKR61531,Diana Walker,23,Female,23489,1994-08-08,Dennis Ruiz,Asian,Office Assistant III,Eugene Cunningham,Low,Gold,Retail,45899.1588,29179.06,1,1080.3704,240303.95919999998,93779.227048,93779.227048,30313.501499840007,15891.1744,47541.640400000004,2,1
PKR55634,Scott Jones,73,Female,445,2019-05-21,Raymond Alexander,European,Software Test Engineer II,Ernest Knight,Mid,Jade,Retail,213562.5536,39890.12,1,4447.33,356462.1236,0.0,0.0,0.0,40259.328,521049.1828,1,3
PKR73340,Martha Green,42,Female,32821,2006-10-23,Steve Diaz,American,Budget/Accounting Analyst II,Kevin Kim,Mid,Silver,Institutional,62265.1392,20300.16,1,2802.8832,141136.94400000002,565013.46096,239239.93392,275176.82612160005,11120.956800000002,583342.4736,1,1
PKR36571,Scott Hudson,65,Male,10719,2001-01-04,Stephen Payne,Australian,GIS Technical Architect,Ryan Taylor,Mid,Silver,Institutional,77385.8475,2471.85,3,2914.839,428019.957,414346.995135,260712.71604000003,143391.99382199996,526.2570000000001,745917.633,2,2
PKR48638,Chris Walker,29,Male,1031,1996-12-08,Anthony Berry,American,Budget/Accounting Analyst I,Jack Phillips,Low,Jade,Institutional,136921.8888,23715.420000000002,1,954.8639999999999,345598.3872,111513.23135999999,46463.8464,87816.66969600001,476.6112,415285.40160000004,0,1
PKR17470,Stephen Daniels,20,Male,27679,2010-05-11,Carl Nguyen,European,Director of Sales,Nicholas Ward,Mid,Jade,Retail,121124.016,53804.4,1,7657.790399999999,370608.7788,1292973.2356319998,317572.373664,440971.92457344,43959.380399999995,507670.956,2,3
PKR90409,Ruth Sims,54,Male,39013,2019-06-15,Bruce Porter,Asian,Geologist II,Nicholas Morrison,Low,Gold,Commercial,46065.03999999999,15053.6,1,639.268,286540.10000000003,826638.74552,173663.602,609559.2430199999,18316.956000000002,1111305.776,1,1
PKR37142,Frances Ray,82,Male,42895,2013-03-18,Dennis Morris,Australian,Help Desk Technician,Gregory Boyd,Low,Gold,Private Bank,260944.0275,21134.01,1,327.8535,500216.9835,298094.8074,343955.54699999996,81402.81279,32642.727,904332.0779999999,2,2
PKR88367,Benjamin GoPKRales,46,Male,23314,2008-02-04,Anthony Berry,African,Occupational Therapist,Nicholas Ward,High,Gold,Commercial,226151.901,6668.46,1,1245.0760000000002,446679.54800000007,86326.27449600001,117157.08681600002,42546.521001600006,2120.3392000000003,756362.7456000001,3,2
PKR58182,Tina West,58,Male,5564,2004-06-09,Paul Larson,African,Budget/Accounting Analyst IV,Nicholas Morrison,Mid,Platinum,Retail,126577.5,7851.0,1,5217.299999999999,1203236.1,181465.91999999995,37805.399999999994,100940.418,56313.899999999994,1055124.0,1,3
PKR35165,Edward Wilson,32,Female,25364,2016-01-18,Ernest Rivera,Asian,Office Assistant III,Gregory Boyd,Mid,Jade,Institutional,249185.8668,24091.08,3,4896.606,1252227.2334,2569398.6094919997,1275715.393524,359536.12710443995,33250.074,481759.10640000005,3,3
PKR24057,Ashley Burns,28,Male,31081,2011-09-29,Jeremy Vasquez,European,General Manager,Eric Shaw,High,Jade,Institutional,205494.12,14821.2,1,311.454,1886976.7289999998,2365411.6727999994,1544359.6872,246315.59567999997,33050.061,1779026.337,3,4
PKR73753,Kelly Evans,37,Male,11036,1999-09-18,Bobby Burton,African,Registered Nurse,Victor Rogers,High,Gold,Retail,27514.6875,6758.0,1,472.39,72751.455,379435.566875,289466.30874999997,104755.51011250001,19041.585,367893.83999999997,1,1
PKR23130,Jessica Moreno,66,Male,22928,1992-10-01,Frank Brown,Asian,Media Manager I,Juan Ramirez,Mid,Jade,Retail,292770.144,50378.4,2,2913.1199999999994,207917.13599999997,359098.53839999996,410398.32959999994,60533.75361599999,20133.287999999997,437118.69599999994,0,2
PKR49045,Howard Hunter,17,Female,42531,2004-06-10,Adam Hernandez,Australian,Paralegal,Jeremy Porter,Mid,Platinum,Retail,198096.2016,11072.16,2,6595.8464,114777.9776,917484.8517120001,732223.487424,121478.52315456003,20052.032000000003,1698348.5376,0,4
PKR15747,Earl Jordan,57,Male,42864,2002-02-08,Anthony Simpson,Australian,Nurse Practicioner,Steve Sanchez,High,Platinum,Institutional,362306.1756,44052.2,2,7059.6296,964779.4103999999,2774465.907664,1439912.6862559998,164360.76516288007,23523.1348,1068649.9692,0,3
PKR20560,Roger Wright,78,Female,13518,2004-11-09,Stephen Payne,Asian,Staff Accountant IV,Nicholas Morrison,High,Jade,Retail,139988.21759999997,11940.28,1,2725.8660000000004,935799.48,124273.65060000002,26695.82124,36600.89146560001,26586.846,269082.0,1,2
PKR89128,Nicholas Barnes,57,Female,42936,2000-10-24,Roger Alexander,European,Data Coordiator,Ryan Taylor,High,Jade,Private Bank,33068.7,33989.4,1,278.62200000000007,55472.274000000005,96495.56712,28319.351220000004,88817.87634479998,30365.658000000003,256321.89000000004,3,2
PKR66207,Julie Fox,64,Male,41092,1998-08-05,Joshua Ryan,European,Database Administrator II,Nicholas Ward,High,Gold,Institutional,174802.45510000002,65530.920000000006,1,6168.371300000001,955717.0077,1776637.4156440003,448471.58064800006,1225362.34958592,50727.613300000005,499975.50330000004,2,4
PKR40294,Shawn Wallace,83,Female,12377,1998-10-12,Jonathan Hawkins,European,Marketing Assistant,Peter Castillo,Mid,Platinum,Institutional,61636.2075,16324.699999999999,3,3175.48,287448.7,103147.2365,58137.5333,26368.184458000007,9625.77,99371.965,1,1
PKR90506,Mark Harris,72,Female,3383,2002-04-08,Donald Reynolds,Asian,Engineer IV,Victor Gutierrez,Low,Gold,Private Bank,95092.11250000002,21094.15,1,6448.992000000001,101219.03000000001,677319.48856,338659.74428,242851.81017240003,23398.056,203476.064,3,2
PKR82575,Joyce Gardner,18,Female,42011,1998-06-14,Jerry Green,American,Programmer Analyst II,Eugene Cunningham,High,Silver,Institutional,137228.52,44184.4,1,1433.4840000000002,508536.522,115188.95466000002,57594.47733000001,171290.24183700004,7320.456000000001,900304.4700000001,1,2
PKR22602,Jimmy Brown,22,Female,18592,2015-08-04,Benjamin Kim,African,Staff Accountant II,Jack Phillips,Mid,Jade,Institutional,86940.945,12303.9,2,2040.8464999999999,216689.70399999997,566112.053815,210537.54067499997,149247.72327849997,5029.0625,372413.19499999995,0,1
PKR32945,Willie Scott,77,Female,36433,2006-11-22,Roger Alexander,American,Graphic Designer,Juan Ramirez,High,Jade,Commercial,248004.43920000002,33819.76,1,577.375,189579.4646,1052953.512602,579477.7720359999,85225.63330188002,13528.1272,2192573.7102,2,2
PKR24180,Andrew Collins,21,Male,29021,1998-10-15,Bruce Porter,Asian,Recruiting Manager,Joe Carroll,Low,Silver,Institutional,220337.08129999996,25245.46,1,1881.8622,744310.9955999999,353911.491225,109834.600725,178176.130065,13489.863299999999,512965.59809999994,1,2
PKR43809,Lori Bishop,50,Female,29484,2007-10-29,Jerry Green,European,Computer Systems Analyst III,Jeremy Porter,High,Silver,Retail,338674.0425,61516.2,1,344.32649999999995,67113.144,295854.26094,309942.55908000004,122943.88176839997,621.7154999999999,952042.959,1,4
PKR86910,Kelly Sullivan,31,Male,3962,1997-06-26,Shawn Cook,Asian,Developer I,Kevin Kim,High,Jade,Institutional,359289.6034000001,68461.12,1,1015.105,993970.5139,964151.398483,815055.821398,203962.74945228,38662.26,1492177.869,0,4
PKR17854,Frank Turner,40,Male,30951,2010-08-28,Jerry Green,European,Budget/Accounting Analyst IV,Nicholas Ward,High,Jade,Private Bank,172210.3069,13336.369999999999,1,6019.434,1691022.4065000003,1119262.6048500002,613521.72414,116403.31090440006,23747.5935,848784.5415,3,3
PKR82540,Adam Nichols,49,Male,30950,2009-04-22,Anthony Berry,American,Accountant I,Ernest Knight,High,Jade,Retail,373315.242,55703.79,1,4559.9951,1006783.0944,688411.852515,479567.80737,323321.521743,62882.576199999996,510841.3367,2,3
PKR26234,Lillian Fisher,29,Female,34719,1999-08-30,Joshua Ryan,Asian,Pharmacist,Nicholas Morrison,High,Jade,Private Bank,238756.3904,33685.52,1,6721.44,75127.976,254032.812,184508.04239999998,50565.899736,47314.256,703736.4400000001,0,4
PKR38793,Stephen Rose,62,Male,9401,2013-04-22,Dennis Morris,European,Quality Control Specialist,Eugene Cunningham,High,Jade,Commercial,136993.00680000003,26132.34,2,2899.8684000000003,328610.73960000003,550592.0053920001,308665.2151440001,78083.95712831999,27069.7284,708248.4552000001,3,1
PKR49322,Steve Grant,59,Male,5411,1996-01-12,Anthony Torres,European,Tax Accountant,Eugene Cunningham,High,Jade,Commercial,104969.7684,16207.79,1,4486.5968,204480.3124,1087915.4869239999,566160.100338,440605.77220421995,57773.6558,191774.975,2,4
PKR86286,Benjamin Greene,18,Female,15970,2016-03-01,George Lewis,Asian,VP Quality Control,Eugene Cunningham,Mid,Jade,Institutional,55803.052800000005,4509.56,2,2337.3768,796661.7912,1011369.9546719999,423364.16707200004,411133.64668991993,35180.9832,716234.574,3,2
PKR92223,Samuel Harvey,59,Male,18341,2014-12-20,George Lewis,American,Office Assistant III,Victor Rogers,Mid,Gold,Private Bank,59987.49120000001,13287.680000000002,1,920.08,897469.7760000002,354030.899264,130256.65161600002,242444.36771296003,17771.1968,1437562.0784000002,2,2
PKR68280,Sean Peters,34,Male,36480,2003-03-28,Shawn Wallace,Asian,Help Desk Technician,Jeremy Porter,Low,Jade,Retail,70501.0155,2847.7999999999997,1,1113.1562999999999,137866.29869999998,190187.83839599998,90959.400972,180981.64447944,12921.857699999999,371348.18129999994,0,1
PKR87450,Angela Ramos,37,Male,1184,2007-07-05,Paul Holmes,American,Programmer I,Joe Carroll,High,Jade,Institutional,59768.75,15256.25,1,1294.0,116161.0,106658.24000000002,46662.98,99658.793,13589.2,137838.0,3,1
PKR51266,Rebecca Hamilton,70,Male,25316,2017-06-05,Shawn Wallace,Asian,Software Test Engineer IV,Nicholas Morrison,Mid,Jade,Retail,126495.38329999999,26566.69,1,2357.3804,298416.4009,264490.45973199996,188281.34421599997,215806.28358471996,15867.159099999997,520962.5482999999,3,1
PKR68515,Ronald Reed,34,Male,11154,1992-12-04,Frank Brown,Asian,Safety Technician II,Juan Ramirez,High,Jade,Retail,446770.80630000005,20431.73,2,1504.6340000000002,866230.4496,3890598.08458,1969923.0808,482631.15479600005,49155.1272,1156672.6224000002,2,4
